word,pinyin,english,level,language
魅力,mèi lì,charm,HSK5,1
迷路,mí lù,to lose the way,HSK5,1
谜语,mí yǔ,riddle,HSK5,1
密切,mì qiè,close,HSK5,1
蜜蜂,mì fēng,bee,HSK5,1
秘密,mì mì,secret,HSK5,1
秘书,mì shū,secretary,HSK5,1
棉花,mián hua,cotton,HSK5,1
面对,miàn duì,to confront,HSK5,1
面积,miàn ji,area (of a floor,HSK5,1
面临,miàn lín,to face sth,HSK5,1
描写,miáo xiě,to describe,HSK5,1
苗条,miáo tiáo,slim,HSK5,1
秒,miǎo,second (of time),HSK5,1
民主,mín zhǔ,democracy,HSK5,1
明确,míng què,clear-cut,HSK5,1
明显,míng xiǎn,clear,HSK5,1
明信片,míng xìn piàn,postcard,HSK5,1
明星,míng xīng,star,HSK5,1
名牌,míng pái,famous brand,HSK5,1
名片,míng piàn,(business) card,HSK5,1
名胜,míng shèng,a place famous for its scenery or historical relics,HSK5,1
命令,mìng lìng,order,HSK5,1
命运,mìng yùn,fate,HSK5,1
摸,mō,to feel with the hand,HSK5,1
摩托车,mó tuō chē,motorbike,HSK5,1
模仿,mó fǎng,to imitate,HSK5,1
模糊,mó hu,vague,HSK5,1
陌生,mò shēng,strange,HSK5,1
某,mǒu,some,HSK5,1
目标,mù biāo,target,HSK5,1
目录,mù lù,catalog,HSK5,1
目前,mù qián,at the present time,HSK5,1
木头,mù tou,slow-witted,HSK5,1
哪怕,nǎ pà,even,HSK5,1
难怪,nán guài,(it's) no wonder (that...),HSK5,1
难看,nán kàn,ugly,HSK5,1
脑袋,nǎo dài,head,HSK5,1
内科,nèi kē,internal medicine,HSK5,1
嫩,nèn,tender,HSK5,1
能干,néng gàn,capable,HSK5,1
能源,néng yuán,energy,HSK5,1
年代,nián dài,a decade of a century (e.g. the Sixties),HSK5,1
年纪,nián jì,age,HSK5,1
念,niàn,to read,HSK5,1
宁可,nìng kě,preferably,HSK5,1
牛仔裤,niú zǎi kù,jeans,HSK5,1
浓,nóng,concentrated,HSK5,1
农民,nóng mín,peasant,HSK5,1
农业,nóng yè,agriculture,HSK5,1
女士,nǚ shì,lady,HSK5,1
偶然,ǒu rán,incidentally,HSK5,1
拍,pāi,to pat,HSK5,1
排队,pái duì,to line up,HSK5,1
排球,pái qiú,volleyball,HSK5,1
派,pài,clique,HSK5,1
盼望,pàn wàng,to hope for,HSK5,1
赔偿,péi cháng,to compensate,HSK5,1
培养,péi yǎng,to cultivate,HSK5,1
配合,pèi hé,matching,HSK5,1
佩服,pèi fú,to admire,HSK5,1
盆,pén,basin,HSK5,1
碰见,pèng jiàn,to run into,HSK5,1
披,pī,to drape over one's shoulders,HSK5,1
批,pī,to ascertain,HSK5,1
批准,pī zhǔn,to approve,HSK5,1
疲劳,pí láo,fatigue,HSK5,1
皮鞋,pí xié,leather shoes,HSK5,1
匹,pǐ,classifier for horses,HSK5,1
片,piàn,thin piece,HSK5,1
片面,piàn miàn,unilateral,HSK5,1
飘,piāo,to float,HSK5,1
频道,pín dào,frequency,HSK5,1
品种,pǐn zhǒng,breed,HSK5,1
凭,píng,to lean against,HSK5,1
平,píng,flat,HSK5,1
平常,píng cháng,ordinary,HSK5,1
平等,píng děng,equal,HSK5,1
平方,píng fāng,square (as in square foot,HSK5,1
平衡,píng héng,balance,HSK5,1
平静,píng jìng,tranquil,HSK5,1
平均,píng jūn,average,HSK5,1
评价,píng jià,to evaluate,HSK5,1
破产,pò chǎn,to go bankrupt,HSK5,1
破坏,pò huài,destruction,HSK5,1
迫切,pò qiè,urgent,HSK5,1
朴素,pǔ sù,plain and simple,HSK5,1
期待,qī dài,to look forward to,HSK5,1
期间,qī jiān,period of time,HSK5,1
其余,qí yú,the rest,HSK5,1
奇迹,qí jì,miracle,HSK5,1
启发,qǐ fā,to enlighten,HSK5,1
企图,qǐ tú,to attempt,HSK5,1
企业,qǐ yè,company,HSK5,1
气氛,qì fēn,atmosphere,HSK5,1
汽油,qì yóu,gasoline,HSK5,1
牵,qiān,to pull (an animal on a tether),HSK5,1
签字,qiān zì,to sign (a signature),HSK5,1
谦虚,qiān xū,modest,HSK5,1
前途,qián tú,prospects,HSK5,1
浅,qiǎn,shallow,HSK5,1
欠,qiàn,deficient,HSK5,1
枪,qiāng,gun,HSK5,1
强调,qiáng diào,to emphasize (a statement),HSK5,1
强烈,qiáng liè,intense,HSK5,1
抢,qiǎng,to fight over,HSK5,1
悄悄,qiāo qiāo,quietly,HSK5,1
瞧,qiáo,to look at,HSK5,1
巧妙,qiǎo miào,ingenious,HSK5,1
切,qiē,to cut,HSK5,1
亲爱,qīn ài,dear,HSK5,1
亲切,qīn qiè,amiable,HSK5,1
亲自,qīn zì,personally,HSK5,1
侵略,qīn lvè,invasion,HSK5,1
勤奋,qín fèn,hardworking,HSK5,1
勤劳,qín láo,hardworking,HSK5,1
青,qīng,nature's color,HSK5,1
青春,qīng chūn,youth,HSK5,1
青少年,qīng shào nián,adolescent,HSK5,1
轻视,qīng shì,contempt,HSK5,1
清淡,qīng dàn,light (of food,HSK5,1
情景,qíng jǐng,scene,HSK5,1
情绪,qíng xù,mood,HSK5,1
请求,qǐng qiú,request,HSK5,1
庆祝,qìng zhù,to celebrate,HSK5,1
球迷,qiú mí,soccer fan,HSK5,1
趋势,qū shì,trend,HSK5,1
娶,qǔ,to take a wife,HSK5,1
取消,qǔ xiāo,to cancel,HSK5,1
去世,qù shì,to pass away,HSK5,1
圈,quān,circle,HSK5,1
全面,quán miàn,all-around,HSK5,1
权力,quán lì,power,HSK5,1
权利,quán lì,power,HSK5,1
劝,quàn,to advise,HSK5,1
缺乏,quē fá,shortage,HSK5,1
确定,què dìng,definite,HSK5,1
确认,què rèn,to confirm,HSK5,1
燃烧,rán shāo,to ignite,HSK5,1
嚷,rǎng,blurt out,HSK5,1
绕,rào,to wind,HSK5,1
热爱,rè ài,to love ardently,HSK5,1
热烈,rè liè,warm (welcome etc),HSK5,1
热心,rè xīn,enthusiasm,HSK5,1
人才,rén cái,a person's talent,HSK5,1
人口,rén kǒu,population,HSK5,1
人类,rén lèi,humanity,HSK5,1
人生,rén shēng,life (one's time on earth),HSK5,1
人事,rén shì,human affairs,HSK5,1
人物,rén wù,person,HSK5,1
人员,rén yuán,staff,HSK5,1
忍不住,rěn bu zhù,cannot help,HSK5,1
日常,rì cháng,daily,HSK5,1
日程,rì chéng,schedule,HSK5,1
日历,rì lì,calendar,HSK5,1
日期,rì qī,date,HSK5,1
日用品,rì yòng pǐn,articles for daily use,HSK5,1
融化,róng huà,to melt,HSK5,1
荣幸,róng xìng,honored,HSK5,1
荣誉,róng yù,honor,HSK5,1
如何,rú hé,how,HSK5,1
如今,rú jīn,nowadays,HSK5,1
软件,ruǎn jiàn,(computer) software,HSK5,1
弱,ruò,weak,HSK5,1
洒,sǎ,to sprinkle,HSK5,1
嗓子,sǎng zi,throat,HSK5,1
杀,shā,to kill,HSK5,1
沙漠,shā mò,desert,HSK5,1
沙滩,shā tān,beach,HSK5,1
傻,shǎ,foolish,HSK5,1
晒,shài,to dry in the sun,HSK5,1
删除,shān chú,to delete,HSK5,1
闪电,shǎn diàn,lightning,HSK5,1
善良,shàn liáng,good and honest,HSK5,1
善于,shàn yú,to be good at,HSK5,1
扇子,shān zi,fan,HSK5,1
商品,shāng pǐn,good,HSK5,1
商业,shāng yè,business,HSK5,1
上当,shàng dàng,taken in (by sb's deceit),HSK5,1
勺子,sháo zi,scoop,HSK5,1
蛇,shé,snake,HSK5,1
舌头,shé tou,tongue,HSK5,1
舍不得,shě bu de,to hate to do sth,HSK5,1
设备,shè bèi,equipment,HSK5,1
设计,shè jì,plan,HSK5,1
设施,shè shī,facilities,HSK5,1
射击,shè jī,to shoot,HSK5,1
摄影,shè yǐng,to take a photograph,HSK5,1
伸,shēn,to stretch,HSK5,1
深刻,shēn kè,profound,HSK5,1
身材,shēn cái,stature,HSK5,1
身份,shēn fèn,identity,HSK5,1
神话,shén huà,legend,HSK5,1
神经,shén jīng,nerve,HSK5,1
神秘,shén mì,mysterious,HSK5,1
升,shēng,variant of 升[shēng],HSK5,1
生产,shēng chǎn,childbirth,HSK5,1
生动,shēng dòng,vivid,HSK5,1
声调,shēng diào,tone,HSK5,1
绳子,shéng zi,cord,HSK5,1
省略,shěng lvè,to leave out,HSK5,1
胜利,shèng lì,victory,HSK5,1
诗,shī,poem,HSK5,1
失眠,shī mián,to suffer from insomnia,HSK5,1
失去,shī qù,to lose,HSK5,1
失业,shī yè,unemployment,HSK5,1
时代,shí dài,age,HSK5,1
时刻,shí kè,moment,HSK5,1
时髦,shí máo,in vogue,HSK5,1
时期,shí qī,period,HSK5,1
时尚,shí shàng,fashion,HSK5,1
实话,shí huà,truth,HSK5,1
实践,shí jiàn,to practice,HSK5,1
实习,shí xí,to practice,HSK5,1
实现,shí xiàn,to achieve,HSK5,1
实行,shí xíng,to implement,HSK5,1
实验,shí yàn,experiment,HSK5,1
实用,shí yòng,practical,HSK5,1
食物,shí wù,food,HSK5,1
石头,shí tou,stone,HSK5,1
使劲儿,shǐ jìn ér,Rearing,HSK5,1
始终,shǐ zhōng,from beginning to end,HSK5,1
是否,shì fǒu,whether (or not),HSK5,1
试卷,shì juàn,examination paper,HSK5,1
士兵,shì bīng,soldier,HSK5,1
似的,shì de,seems as if,HSK5,1
事实,shì shí,fact,HSK5,1
事物,shì wù,thing,HSK5,1
事先,shì xiān,in advance,HSK5,1
收获,shōu huò,to harvest,HSK5,1
收据,shōu jù,receipt,HSK5,1
手工,shǒu gōng,handwork,HSK5,1
手术,shǒu shù,(surgical) operation,HSK5,1
手套,shǒu tào,glove,HSK5,1
手续,shǒu xù,procedure,HSK5,1
手指,shǒu zhǐ,finger,HSK5,1
受伤,shòu shāng,to sustain injuries,HSK5,1
寿命,shòu mìng,life span,HSK5,1
书架,shū jià,bookshelf,HSK5,1
输入,shū rù,to import,HSK5,1
蔬菜,shū cài,vegetables,HSK5,1
舒适,shū shì,cozy,HSK5,1
梳子,shū zi,comb,HSK5,1
熟练,shú liàn,practiced,HSK5,1
鼠标,shǔ biāo,mouse (computing),HSK5,1
属于,shǔ yú,to be classified as,HSK5,1
数据,shù jù,data,HSK5,1
数码,shù mǎ,number,HSK5,1
摔,shuāi,to throw down,HSK5,1
甩,shuǎi,to throw,HSK5,1
双方,shuāng fāng,bilateral,HSK5,1
税,shuì,taxes,HSK5,1
说不定,shuō bu dìng,can't say for sure,HSK5,1
说服,shuō fú,to persuade,HSK5,1
撕,sī,to tear,HSK5,1
丝绸,sī chóu,silk cloth,HSK5,1
丝毫,sī háo,the slightest amount or degree,HSK5,1
思考,sī kǎo,to reflect on,HSK5,1
思想,sī xiǎng,thought,HSK5,1
私人,sī rén,private,HSK5,1
似乎,sì hū,apparently,HSK5,1
寺庙,sì miào,temple,HSK5,1
宿舍,sù shè,dormitory,HSK5,1
随时,suí shí,at any time,HSK5,1
碎,suì,to break down,HSK5,1
损失,sǔn shī,loss,HSK5,1
缩短,suō duǎn,to curtail,HSK5,1
缩小,suō xiǎo,to reduce,HSK5,1
锁,suǒ,to lock up,HSK5,1
所,suǒ,actually,HSK5,1
所谓,suǒ wèi,so-called,HSK5,1
塔,tǎ,pagoda,HSK5,1
台阶,tái jiē,steps,HSK5,1
太极拳,tài jí quán,shadowboxing or Taiji,HSK5,1
太太,tài tai,married woman,HSK5,1
谈判,tán pàn,to negotiate,HSK5,1
坦率,tǎn shuài,frank (discussion),HSK5,1
烫,tàng,to scald,HSK5,1
桃,táo,peach,HSK5,1
逃,táo,to escape,HSK5,1
逃避,táo bì,to escape,HSK5,1
套,tào,cover,HSK5,1
特殊,tè shū,special,HSK5,1
特意,tè yì,specially,HSK5,1
特征,tè zhēng,characteristic,HSK5,1
疼爱,téng ài,to love dearly,HSK5,1
提,tí,to carry (hanging down from the hand),HSK5,1
提倡,tí chàng,to promote,HSK5,1
提纲,tí gāng,the key point,HSK5,1
提问,tí wèn,to question,HSK5,1
题目,tí mù,subject,HSK5,1
体会,tǐ huì,to know from experience,HSK5,1
体积,tǐ jī,volume,HSK5,1
体贴,tǐ tiē,considerate (of other people's needs),HSK5,1
体现,tǐ xiàn,to embody,HSK5,1
体验,tǐ yàn,to experience for oneself,HSK5,1
天空,tiān kōng,sky,HSK5,1
天真,tiān zhēn,naive,HSK5,1
田野,tián yě,field,HSK5,1
调皮,tiáo pí,naughty,HSK5,1
调整,tiáo zhěng,to adjust,HSK5,1
挑战,tiǎo zhàn,to challenge,HSK5,1
通常,tōng cháng,regular,HSK5,1
通讯,tōng xùn,communications,HSK5,1
铜,tóng,copper (chemistry),HSK5,1
同时,tóng shí,at the same time,HSK5,1
统一,tǒng yī,to unify,HSK5,1
统治,tǒng zhì,to rule (a country),HSK5,1
痛苦,tòng kǔ,pain,HSK5,1
痛快,tòng kuài,overjoyed,HSK5,1
投资,tóu zī,investment,HSK5,1
透明,tòu míng,transparent,HSK5,1
突出,tū chū,prominent,HSK5,1
土地,tǔ dì,land,HSK5,1
土豆,tǔ dòu,potato,HSK5,1
吐,tù,to vomit,HSK5,1
兔子,tù zi,hare,HSK5,1
团,tuán,dumpling,HSK5,1
推辞,tuī cí,to decline (an appointment,HSK5,1
推广,tuī guǎng,to extend,HSK5,1
推荐,tuī jiàn,to recommend,HSK5,1
退,tuì,to retreat,HSK5,1
退步,tuì bù,to do less well than before,HSK5,1
退休,tuì xiū,to retire,HSK5,1
歪,wāi,askew,HSK5,1
外交,wài jiāo,diplomacy,HSK5,1
弯,wān,bend,HSK5,1
完美,wán měi,perfect,HSK5,1
完善,wán shàn,perfect,HSK5,1
完整,wán zhěng,complete,HSK5,1
玩具,wán jù,plaything,HSK5,1
万一,wàn yī,just in case,HSK5,1
王子,wáng zǐ,prince,HSK5,1
往返,wǎng fǎn,to go back and forth,HSK5,1
微笑,wēi xiào,smile,HSK5,1
威胁,wēi xié,to threaten,HSK5,1
危害,wēi hài,to jeopardize,HSK5,1
违反,wéi fǎn,to violate (a law),HSK5,1
维护,wéi hù,to defend,HSK5,1
围巾,wéi jīn,scarf,HSK5,1
围绕,wéi rào,to revolve around,HSK5,1
唯一,wéi yī,only,HSK5,1
尾巴,wěi ba,tail,HSK5,1
伟大,wěi dà,great,HSK5,1
委屈,wěi qu,to feel wronged,HSK5,1
委托,wěi tuō,to entrust,HSK5,1
胃,wèi,stomach,HSK5,1
位置,wèi zhi,position,HSK5,1
未必,wèi bì,not necessarily,HSK5,1
未来,wèi lái,future,HSK5,1
卫生间,wèi shēng jiān,bathroom,HSK5,1
温暖,wēn nuǎn,warm,HSK5,1
温柔,wēn róu,gentle and soft,HSK5,1
闻,wén,to hear,HSK5,1
文件,wén jiàn,document,HSK5,1
文具,wén jù,stationery,HSK5,1
文明,wén míng,civilized,HSK5,1
文学,wén xué,literature,HSK5,1
吻,wěn,kiss,HSK5,1
稳定,wěn dìng,steady,HSK5,1
问候,wèn hòu,to give one's respects,HSK5,1
卧室,wò shì,bedroom,HSK5,1
屋子,wū zi,house,HSK5,1
无奈,wú nài,helpless,HSK5,1
无数,wú shù,countless,HSK5,1
武器,wǔ qì,weapon,HSK5,1
武术,wǔ shù,military skill or technique (in former times),HSK5,1
雾,wù,fog,HSK5,1
物理,wù lǐ,physics,HSK5,1
物质,wù zhì,matter,HSK5,1
吸收,xī shōu,to absorb,HSK5,1
系,xì,to connect,HSK5,1
系统,xì tǒng,system,HSK5,1
细节,xì jié,details,HSK5,1
戏剧,xì jù,drama,HSK5,1
瞎,xiā,blind,HSK5,1
吓,xià,to frighten,HSK5,1
下载,xià zǎi,to download,HSK5,1
鲜艳,xiān yàn,bright-colored,HSK5,1
显得,xiǎn de,to seem,HSK5,1
显然,xiǎn rán,clear,HSK5,1
显示,xiǎn shì,to show,HSK5,1
县,xiàn,county,HSK5,1
现金,xiàn jīn,cash,HSK5,1
现实,xiàn shí,reality,HSK5,1
现象,xiàn xiàng,appearance,HSK5,1
相处,xiāng chǔ,to be in contact with,HSK5,1
相当,xiāng dāng,equivalent to,HSK5,1
相对,xiāng duì,relatively,HSK5,1
相关,xiāng guān,to be interrelated,HSK5,1
相似,xiāng sì,to resemble,HSK5,1
想念,xiǎng niàn,to miss,HSK5,1
想象,xiǎng xiàng,to imagine,HSK5,1
享受,xiǎng shòu,to enjoy,HSK5,1
项,xiàng,back of neck,HSK5,1
项链,xiàng liàn,necklace,HSK5,1
项目,xiàng mù,item,HSK5,1
橡皮,xiàng pí,rubber,HSK5,1
象棋,xiàng qí,Chinese chess,HSK5,1
象征,xiàng zhēng,emblem,HSK5,1
消费,xiāo fèi,to consume,HSK5,1
消化,xiāo huà,to digest,HSK5,1
消灭,xiāo miè,to put an end to,HSK5,1
消失,xiāo shī,to disappear,HSK5,1
销售,xiāo shòu,to sell,HSK5,1
小吃,xiǎo chī,snack,HSK5,1
小伙子,xiǎo huǒ zi,young man,HSK5,1
小麦,xiǎo mài,wheat,HSK5,1
小气,xiǎo qì,stingy,HSK5,1
小偷,xiǎo tōu,thief,HSK5,1
效率,xiào lǜ,efficiency,HSK5,1
孝顺,xiào shùn,filial piety,HSK5,1
歇,xiē,to rest,HSK5,1
斜,xié,inclined,HSK5,1
协调,xié tiáo,to coordinate,HSK5,1
心理,xīn lǐ,mental,HSK5,1
心脏,xīn zàng,heart,HSK5,1
欣赏,xīn shǎng,to appreciate,HSK5,1
信封,xìn fēng,envelope,HSK5,1
信号,xìn hào,signal,HSK5,1
信息,xìn xī,information,HSK5,1
行动,xíng dòng,operation,HSK5,1
行人,xíng rén,pedestrian,HSK5,1
行为,xíng wéi,action,HSK5,1
形成,xíng chéng,to form,HSK5,1
形容,xíng róng,to describe,HSK5,1
形式,xíng shì,form,HSK5,1
形势,xíng shì,circumstances,HSK5,1
形象,xíng xiàng,image,HSK5,1
形状,xíng zhuàng,form,HSK5,1
性质,xìng zhì,nature,HSK5,1
幸亏,xìng kuī,fortunately,HSK5,1
幸运,xìng yùn,fortunate,HSK5,1
胸,xiōng,chest,HSK5,1
兄弟,xiōng dì,brothers,HSK5,1
雄伟,xióng wěi,grand,HSK5,1
修改,xiū gǎi,to amend,HSK5,1
休闲,xiū xián,leisure,HSK5,1
虚心,xū xīn,modest,HSK5,1
叙述,xù shù,to relate (a story or information),HSK5,1
宣布,xuān bù,to declare,HSK5,1
宣传,xuān chuán,to disseminate,HSK5,1
选举,xuǎn jǔ,to elect,HSK5,1
学期,xué qī,term,HSK5,1
学术,xué shù,learning,HSK5,1
学问,xué wèn,learning,HSK5,1
寻找,xún zhǎo,to seek,HSK5,1
询问,xún wèn,to inquire,HSK5,1
训练,xùn liàn,to train,HSK5,1
迅速,xùn sù,rapid,HSK5,1
延长,yán cháng,to prolong,HSK5,1
严肃,yán sù,solemn,HSK5,1
宴会,yàn huì,banquet,HSK5,1
阳台,yáng tái,balcony,HSK5,1
痒,yǎng,to itch,HSK5,1
样式,yàng shì,type,HSK5,1
腰,yāo,waist,HSK5,1
摇,yáo,to shake,HSK5,1
咬,yǎo,to bite,HSK5,1
要不,yào bù,otherwise,HSK5,1
要是,yào shi,if,HSK5,1
夜,yè,night,HSK5,1
液体,yè tǐ,liquid,HSK5,1
业务,yè wù,business,HSK5,1
业余,yè yú,spare time,HSK5,1
依然,yī rán,still,HSK5,1
一辈子,yī bèi zi,(for) a lifetime,HSK5,1
一旦,yī dàn,in case (sth happens),HSK5,1
一路,yī lù,the whole journey,HSK5,1
一致,yī zhì,unanimous,HSK5,1
遗憾,yí hàn,regret,HSK5,1
移动,yí dòng,to move,HSK5,1
移民,yí mín,to immigrate,HSK5,1
疑问,yí wèn,question,HSK5,1
乙,yǐ,second of 10 heavenly stems 十天干,HSK5,1
以及,yǐ jí,as well as,HSK5,1
以来,yǐ lái,since (a previous event),HSK5,1
意外,yì wài,unexpected,HSK5,1
意义,yì yì,sense,HSK5,1
议论,yì lùn,to comment,HSK5,1
义务,yì wù,duty,HSK5,1
因而,yīn ér,therefore,HSK5,1
因素,yīn sù,element,HSK5,1
银,yín,silver,HSK5,1
英俊,yīng jùn,handsome,HSK5,1
英雄,yīng xióng,hero,HSK5,1
迎接,yíng jiē,to meet,HSK5,1
营养,yíng yǎng,nutrition,HSK5,1
营业,yíng yè,to do business,HSK5,1
影子,yǐng zi,shadow,HSK5,1
硬币,yìng bì,coin,HSK5,1
硬件,yìng jiàn,hardware,HSK5,1
应付,yìng fu,to deal with,HSK5,1
应聘,yìng pìn,to accept a job offer,HSK5,1
应用,yìng yòng,to use,HSK5,1
拥抱,yōng bào,to embrace,HSK5,1
拥挤,yōng jǐ,crowded,HSK5,1
勇气,yǒng qì,courage,HSK5,1
用途,yòng tú,use,HSK5,1
优惠,yōu huì,preferential,HSK5,1
优美,yōu měi,graceful,HSK5,1
优势,yōu shì,superiority,HSK5,1
悠久,yōu jiǔ,established,HSK5,1
邮局,yóu jú,post office,HSK5,1
游览,yóu lǎn,to go sight-seeing,HSK5,1
油炸,yóu zhá,to deep fry,HSK5,1
犹豫,yóu yù,to hesitate,HSK5,1
有利,yǒu lì,advantageous,HSK5,1
幼儿园,yòu ér yuán,kindergarten,HSK5,1
娱乐,yú lè,to entertain,HSK5,1
与其,yǔ qí,rather than...,HSK5,1
语气,yǔ qì,tone,HSK5,1
宇宙,yǔ zhòu,universe,HSK5,1
预报,yù bào,forecast,HSK5,1
预订,yù dìng,to place an order,HSK5,1
预防,yù fáng,to prevent,HSK5,1
玉米,yù mǐ,corn,HSK5,1
元旦,yuán dàn,New Year's Day,HSK5,1
原料,yuán liào,raw material,HSK5,1
原则,yuán zé,principle,HSK5,1
缘故,yuán gù,reason,HSK5,1
愿望,yuàn wàng,desire,HSK5,1
晕,yūn,confused,HSK5,1
运气,yùn qi,luck (good or bad),HSK5,1
运输,yùn shū,transport,HSK5,1
运用,yùn yòng,to use,HSK5,1
灾害,zāi hài,disastrous damage,HSK5,1
再三,zài sān,over and over again,HSK5,1
赞成,zàn chéng,to approve,HSK5,1
赞美,zàn měi,to admire,HSK5,1
糟糕,zāo gāo,too bad,HSK5,1
造成,zào chéng,to bring about,HSK5,1
则,zé,conjunction used to express contrast with a previous sentence or clause,HSK5,1
责备,zé bèi,to blame,HSK5,1
摘,zhāi,to take,HSK5,1
粘贴,zhān tiē,to stick,HSK5,1
展开,zhǎn kāi,to unfold,HSK5,1
展览,zhǎn lǎn,to put on display,HSK5,1
战争,zhàn zhēng,war,HSK5,1
占线,zhàn xiàn,busy (telephone line),HSK5,1
涨,zhǎng,to rise (of prices,HSK5,1
掌握,zhǎng wò,to grasp (often fig.),HSK5,1
账户,zhàng hù,bank account,HSK5,1
招待,zhāo dài,to receive (guests),HSK5,1
着凉,zháo liáng,to catch cold,HSK5,1
照常,zhào cháng,(business etc) as usual,HSK5,1
召开,zhào kāi,to convene (a conference or meeting),HSK5,1
哲学,zhé xué,philosophy,HSK5,1
真理,zhēn lǐ,truth,HSK5,1
真实,zhēn shí,TRUE,HSK5,1
针对,zhēn duì,to be directed against,HSK5,1
珍惜,zhēn xī,to treasure,HSK5,1
诊断,zhěn duàn,diagnosis,HSK5,1
枕头,zhěn tou,pillow,HSK5,1
阵,zhèn,disposition of troops,HSK5,1
振动,zhèn dòng,vibration,HSK5,1
睁,zhēng,to open (one's eyes),HSK5,1
争论,zhēng lùn,to argue,HSK5,1
争取,zhēng qǔ,to fight for,HSK5,1
征求,zhēng qiú,to solicit,HSK5,1
整个,zhěng gè,whole,HSK5,1
整体,zhěng tǐ,whole entity,HSK5,1
正,zhèng,just (right),HSK5,1
政策,zhèng cè,policy,HSK5,1
政府,zhèng fǔ,government,HSK5,1
政治,zhèng zhì,politics,HSK5,1
证件,zhèng jiàn,paperwork,HSK5,1
证据,zhèng jù,evidence,HSK5,1
挣钱,zhèng qián,to make money,HSK5,1
支,zhī,to support,HSK5,1
支票,zhī piào,check (bank),HSK5,1
直,zhí,straight,HSK5,1
执行,zhí xíng,to implement,HSK5,1
执照,zhí zhào,a license,HSK5,1
指导,zhǐ dǎo,to guide,HSK5,1
指挥,zhǐ huī,to conduct,HSK5,1
制定,zhì dìng,to draw up,HSK5,1
制度,zhì dù,system (e.g. political,HSK5,1
制作,zhì zuò,to make,HSK5,1
智慧,zhì huì,wisdom,HSK5,1
至今,zhì jīn,so far,HSK5,1
至于,zhì yú,as for,HSK5,1
治疗,zhì liáo,to treat,HSK5,1
志愿者,zhì yuàn zhě,volunteer,HSK5,1
秩序,zhì xù,order (orderly),HSK5,1
钟,zhōng,clock,HSK5,1
中介,zhōng jiè,to act as intermediary,HSK5,1
中心,zhōng xīn,center,HSK5,1
中旬,zhōng xún,middle third of a month,HSK5,1
重,zhòng,heavy,HSK5,1
重量,zhòng liàng,weight,HSK5,1
周到,zhōu dao,thoughtful,HSK5,1
逐步,zhú bù,progressively,HSK5,1
竹子,zhú zi,bamboo,HSK5,1
煮,zhǔ,to cook,HSK5,1
主持,zhǔ chí,to take charge of,HSK5,1
主观,zhǔ guān,subjective,HSK5,1
主人,zhǔ rén,master,HSK5,1
主席,zhǔ xí,chairperson,HSK5,1
主张,zhǔ zhāng,to advocate,HSK5,1
嘱咐,zhǔ fù,to tell,HSK5,1
祝福,zhù fú,blessings,HSK5,1
注册,zhù cè,to register,HSK5,1
抓紧,zhuā jǐn,to grasp firmly,HSK5,1
专家,zhuān jiā,expert,HSK5,1
专心,zhuān xīn,to concentrate,HSK5,1
转变,zhuǎn biàn,to change,HSK5,1
转告,zhuǎn gào,to pass on,HSK5,1
装,zhuāng,adornment,HSK5,1
装饰,zhuāng shì,to decorate,HSK5,1
状况,zhuàng kuàng,condition,HSK5,1
状态,zhuàng tài,state of affairs,HSK5,1
追求,zhuī qiú,to pursue (a goal etc) stubbornly,HSK5,1
资格,zī gé,qualifications,HSK5,1
资金,zī jīn,funds,HSK5,1
资料,zī liào,material,HSK5,1
资源,zī yuán,natural resource (such as water or minerals),HSK5,1
姿势,zī shì,posture,HSK5,1
咨询,zī xún,to consult,HSK5,1
紫,zǐ,purple,HSK5,1
字幕,zì mù,caption,HSK5,1
自从,zì cóng,since (a time),HSK5,1
自动,zì dòng,automatic,HSK5,1
自豪,zì háo,(feel a sense of) pride,HSK5,1
自觉,zì jué,conscious,HSK5,1
自私,zì sī,selfish,HSK5,1
自信,zì xìn,to have confidence in oneself,HSK5,1
自由,zì yóu,freedom,HSK5,1
自愿,zì yuàn,voluntary,HSK5,1
综合,zōng hé,comprehensive,HSK5,1
宗教,zōng jiào,religion,HSK5,1
总裁,zǒng cái,chairman,HSK5,1
总共,zǒng gòng,altogether,HSK5,1
总理,zǒng lǐ,premier,HSK5,1
总算,zǒng suàn,at long last,HSK5,1
总统,zǒng tǒng,president (of a country),HSK5,1
总之,zǒng zhī,in a word,HSK5,1
组合,zǔ hé,to assemble,HSK5,1
阻止,zǔ zhǐ,to prevent,HSK5,1
祖国,zǔ guó,ancestral land CL:個|个[gè],HSK5,1
祖先,zǔ xiān,ancestor,HSK5,1
醉,zuì,intoxicated,HSK5,1
最初,zuì chū,first,HSK5,1
罪犯,zuì fàn,criminal,HSK5,1
尊敬,zūn jìng,respect,HSK5,1
遵守,zūn shǒu,to comply with,HSK5,1
作品,zuò pǐn,work (of art),HSK5,1
作为,zuò wéi,one's conduct,HSK5,1
作文,zuò wén,to write an essay,HSK5,1
